compra,clase
mortadela alemana san jorge,0
toalla de playa,3
refrigerador 2,3
chocolate golden nus,0
jamón acaramelado llanquihue granel,0
cortina enrrollable,3
pasaje huentelauquen bus interurbano,5
1 rodamiento de cardan 1 bujes pack,5
cuenta teléfono celular,6
kem desechable,0
paeje laterales chillan san carló,5
tabla 7 botas mujer,2
valaplex medicamento,4
jugos en polvo sabor naranja,0
cubierto tenedor desechable lider,3
ballerina escolar 2 und de niña,2
de pastillas para gastritis,4
perejil fersco envasado,0
consultya con urologo,4
galleta dulce screma,0
caja bisopril 25 mg,4
corbata ripley,2
examen mamografia sangre papanicolau orina,4
caja hermética descuento,3
maní salado con miel envasado,0
betún pasta de zapatos café,3
carne molida paquete,0
neumaticos y mano de obra,5
cambio aceitefiltrofiltro aire con mano de obra,5
pasaje el quisco valparaiso bus,5
faja modeladora mujer,2
servilletas de mesa abolengo de 40 unidades cu,3
marraqueta cte a granel,0
te yellow label li,0
mano de obra repuestos,5
set herramientas jardín,3
faja con broches,4
mayo regular,0
pyriped forte 200 mg 10 unidades,4
mantención general camioneta,5
papelillos papel de arroz,1
queso reggia rallado,0
cigarrillos pallmall 10,1
huevos extra color gallina,0
1 termo para comida,3
balerinas de niña 5 a 6 años,2
buccatini pasta seca blanca,0
panty lana escolar niño,2
cuadros de mujer calzones,2
consulta médica pediatrica,4
poroto envasado,0
servicio 10000km mantención,5
mango brasil fruta granel,0
salchicha res,0
ropa variada hombre,2
chiquitín yogurt concentrado tradicional,0
pasta rigatti seca bolsa,0
cardioaspirina 100 mg,4
queques escolares manqueque,0
automóvil toyota yaris básico 2001,5
queso chanco en trozo granel,0
piña natural envasada,0
pasaje metro adulto mayor,5
sta original,0
jamón de ave cocido,0
pasaje bus vuelta,5
metro santiago carga,5
callampas marco polo deshidratadas,0
bus fenur sa,5
control sano pediatría,4
whisky sandy mac 750 ml,1
dias de hospitalizacion cirugía de pulmón lobectomia,4
mortero,3
pasajes normales microbus urbano,5
amitniptilius 25 ml depresión,4
pasajes pto montt puerto varas ida vuelta,5
calzón pantaleta de mujer,2
par zuecos de eva mujer,2
enalapul 10 mg presión,4
ambiental gel,3
mentitas florete,0
polera arrow hombre,2
operación de apéndice niño,4
th4 tsh glicemia curva de insulina tsh libre,4
te emblem 100 bolsitas,0
pasaje microbus vuelta a casa,5
consulta de urologia,4
ibuprofeno 600mg,4
mantequilla 125 grs,0
chequeo completo bono,4
cirugía extracción quistes,4
bandeja rectangular alusa,3
consulta médica médico general,4
toalla nova clásica de papel,3
bencina 93 oc,5
bonos de atención médica,4
examen sangre tiroides 1 examen índice glicemico1 examen sangre completo,4
ampolleta para intermitente,5
box poly col,2
bencina auto shell,5
soft suavizante bolsa,3
vino tinto botella 2 lt,1
coctel sparkling,1
paquete de galletas sabor a coco,0
pasajes a suiza avión,5
panes redondos hallulla fresco,0
esp lisa manlac,3
smartphone chip 5000 de carga,6
mortadela jamonada ave,0
eco ginecológica pelviana,4
pasaje iquiquearica,5
pasaje colectivo al trabajo,5
jugo de melón,0
pasajes escolares,5
pantalón de mujer blusas de mujer,2
pasaje en trolebus valparaiso,5
locomoción local pasajes,5
calza de zumba mujer,2
cargador externo celular,6
consulta médico general urgencia incluyo medicamentos,4
2 pijamas hombre 3 camisones dama 2 pijamas dama 2 cuadros dama 1 conjunto ropa interior dama,2
mueble con platos,3
cajas de atenolol 50 mg,4
jalea en polvo para preparar,0
pack paño lavado género auto,3
losartan potásico 50 ml,4
vino tinto x 750 cc cu,1
tarro de atún en conserva,0
detergente para ropa,3
choclillo vacuno env kg cat v,0
osobuco de pavo al vacio,0
consultas odontologicas por tratamiento dental,4
par de lentes opticos para mujer,4
comprimidos paracetamol 4 cajas,4
detergenet en polvo bolívar evolution,3
toalla nova lider,3
pasajes chillansantiago en bus,5
cajetilla cigarros 10 uñi,1
jarabe abrilar para tos,4
remedios sin ferten medicamento antihipertensivo,4
ácido muriático,3
rcb 10 mt electricidad,3
figuras de madera para pintar,3
luces para auto delanteras,5
perfil bioquímico lipidico vdrl,4
paquete bolsa basura virutec,3
luces para vehículo cambio de aceite,5
hospitalizacion honorarios medicos derecho a pabellón,4
cabello fideos,0
toalla de ppale clásica 3 unidades,3
bolsa para basura 70x90,3
malla mosquera flexible,3
vehículo hyundai accent sedan,5
zapatillas twin cargo niño,2
vizzio chocolate,0
polera dama regalo,2
clavos 6 1 kg,3
jugo en polvo manzana,0
suavizante de ropa soft,3
aromatizador pino auto nuevo,3
remedio artrosis,4
bromhexina jarabe 4 mg,4
huevo yemita,0
lider servilleta,3
toalla abolengo xl 100 mts,3
pomada de cuerpo lassar,4
trapero limpia pisos,3
resperidona ansiedad o dagotil,4
fajas lumbar,4
pago diferencia por cambio de pijama hombre,2
detergente bio 1 kilo,3
diclogel gel a 2490,4
femelle x 28 anticonceptivos,4
pasajes locomoción en viña,5
par zapatos jovencita mujer,2
galleta oblea,0
placa ciega terra,3
medicina biomolecular glóbulo ocular,4
hervidor de 17 litros,3
chalas bebe zapatos bebe,2
pasaje avión ida,5
hervidor de agua 18 lt,3
picadora de carne eléctrica,3
glicenex medicamento,4
vino orgánico en botella,1
zapato de vestir varón,2
ibuprofeno de 60 capsulas,4
yogmoraz lac,0
quesos chanco,0
cera crema limpia piso,3
reparación inyectores automóvil c mano de obra,5
micros interurbanas,5
caja 24 lt apilables plasticas,3
guantes de goma de trabajo,3
vinos botellas vino tinto,1
lt de aceite de motor shell 1540,5
cubre asiento automóvil,5
trutros de pollos,0
pasaje en bus iquique arica iquique,5
3 und ropa poleras de dama,2
galleta de arroz sabor manzana,0
parka niño colegio,2
chuletas cerdo fresco,0
par zapatos formales hombre,2
furosemida x 12 und 2 cajas,4
pasta seca capell,0
exelon 30 parches para alzheimer,4
paño sintético para limpieza,3
pan churrasca es un pan amasado cocido en brasero que se vende en la zona con tomate c ají pernil entre otros,0
mesón de cocina y 1 mueble colgante cocina,3
multiuso mr músculo,3
rxamenes de sangre y otros,4
cigarros 10 unidades paquete,1
fármaco para la vista i caps 500 cc,4
champiñon fresco envasado,0
gotas ojos gaap,4
par zapatillas hombre infantil,2
mangueras para auto radiador,5
arreglo jeep vehículo,5
cuadros de dama ropa interior,2
zapatos cuero mujer adulta,2
cerveza quilmes 6und,1
examen de sangre orina y perfil lipidico hombre,4
vestido de disfraz niño,2
gelicart sobre alimento nutricional,4
zapatillas joven hombre,2
batería de auto bosch,5
líquido limpia parabrisas,5
cortaviento hombre,2
bebida refresco sin gas,0
agua verde para radiador,5
herramienta para hacer cortés de madera,3
jeans mujer pitillo alto push up,2
medicamentos gripe,4
mesa centro mesa arrimo,3
cirugía ambulatoria tratamiento dermatológico,4
limpiador crema limón,3
tarro papas fritas lays,0
manjar pote colun,0
pasaje villa alemana valparaiso micro,5
vestido dama,2
pasajes interurbanos,5
detergente para ropa 400 grs,3
pack ropa interior varón 5 boxer,2
set paño cocina,3
efexor medicamento,4
arroz grano largo seco,0
pasaje ida y vuelta duoc depto escolar,5
lavadora 10 kg,3
vitamina c 100 x 100 comp niño,4
pescado merlusa pescado fresco a granel,0
supositorio glicerina,4
mueble de cocina base de lavaplatos,3
ají en botella,0
control de gases,5
12 bidones agua purificada 20 litros cada una,0
cigarro pallman 10 chico,1
cojín tapiz,3
cortina de baño interior,3
pasajes buenos aires,5
vstuario mujer niña hombre,2
pasajes locomoción colectiva diferido,5
rabanitos frescos,0
instalación tapaduras,4
automóvil subaru impreza,5
postre helado san francisco familiar,0
sobre de comino entero,0
pollo deshuesado pechuga granel,0
néctar concentrado bolsa 160 grs cu 380,0
mini media n,2
guantes multiproteccion,3
limpiador en crema cif 750 ml cu,3
cortina de baño con gancho,3
crema leche lata,0
chaleco envolvente viaressa,2
chocolate barra leche 45 g,0
casaca jeans hombre,2
celular smartphone sin plan con 10000 en llmadas,6
paracetamol comprimidos suelto,4
polera y short hombre,2
jugo néctar envasado y líquido,0
frutos secos,0
manzanas frescas a granel,0
mentholatum lata,4
choclo humero,0
zometic 75 mg medicamento para parkinson,4
queque grande,0
polera regalo hombre,2
urgencia asmaticas,4
limpia vidrios 250 ml,3
medicamento tritico para dormir,4
galletas gran cereal,0
zapatos de mujer 16hrs,2
loción anticaida cabello,4
taladro eléctrico profesional tabla 12,3
manguera inferior radiador,5
pasajes emn bus interurbano chillanconstitucion,5
habas congelados,0
pago por hospitalizacion por neumonía,4
batería 12 ollas,3
burrito wrap,0
polera deportiva reebok,2
consulta pediatrica privada,4
psicopedagogo consulta,4
cierra eléctrica makita,3
poett limpiador piso líquido,3
endulzante stevia sucralosa,0
celular liberado sin plan nuevo,6
frutos secos nuecesalmendras,0
arreglo clifont,3
vino tinto misiones botella,1
pack de bodys de bebe,2
1 pate de campo,0
coca cola 591 cc,0
enchufe blanco macho de pared,3
limpiador de piso líquido,3
toalla nova papel ultra,3
tarros de frutilla,0
consulta médico general adulto,4
daewo racer,5
dvida gotas 10 ml,4
tostadas,3
ensaladas frescas en bolsa,0
poleras hombre 3990 cu,2
fresco watts,0
limpiar piso,3
recuerdos y souvenirs especifique imanes porta vasos,3
caja fluconazol 150 mg,4
salsa blanca lista,0
zapatos de hambre,2
harina cruda trigo blanca,0
chocolate toblerone dark,0
libreros,3
papas duquesas,0
cobertor cchiporro 2 plazas,3
pack de ropa interior niño 2 und,2
bebida gaseosa seven up,0
servicio de estacionamiento 92 minutos,5
plancha a vapor doméstica,3
pares de zapatillas niña,2
bolsa de basura 10 und mediana,3
recarga celular olga,6
vienesas tradicionales 5 unidades,0
forros de cojines,3
pasajes micro concón viña,5
lacteos queso laminado,0
mesón de cocina,3
poleras sin manga mujer,2
pasaje en bus a temuco francisca,5
blusa para regalo mujer,2
pqte de galletas dulces sin rellenos,0
paquete de papel alusa aluplast económico,3
pasteles frescos,0
cambio de aceite auto,5
azúcar sintético lactulosa,4
phytolacca tm comprimidos,4
vitamina infortin,4
eutirox medicamento para tiroides hipertiroidismo,4
tallarines carozzi pastas secas,0
buzos para niños,2
pase escolar universitario,5
pasajes en bus a rancagua,5
calza de algodón niña,2
par de botas de cuero,2
mayonesa 930 grs,0
lomito merluza congelado,0
móvil viaje taxi,5
pago operación arsenalera,4
movilización pasajes taxi colectivo,5
detergente tradicional polvo para ropa,3
pasajes bus interurbano peñaflor,5
calzas algodón mujer,2
pasajes bus temuco valdivia paseo,5
jamón colonial pavo,0
bolsa marshmelow,0
resonancia de tórax hombre,4
cigarro lucky strike de 10,1
te ceylan 100 bolsas,0
zapatos de niña,2
vienés paquetetradicional,0
carne molida espcial,0
carne costillas vacuno,0
varios desechables,3
poett primera limpia piso,3
mongomery mujer,2
escaner tac de cerebro,4
ensalada en bolsa de lechuga,0
cuidadora de padre,3
ambulancia rescate sanatorio alemán,4
viaje colectivo,5
avión arica santiago,5
neumático aro 18 para camioneta,5
pasaje concepción chillan visita familiar,5
servilleta elite de papel,3
cajetilla x 20 cigarros plomo,1
cerveza budweirser lata,1
set bolsas de basura,3
sierra circular manual,3
lavaloza jumbo hc 1500 cc,3
electromiografia de brazo,4
nacimiento bebe pabellón 3 dias cama insumos medicos no recuerda desglose de los gastos,4
queso gauda mantecoso laminado envasado,0
clavo de olor entero granel,0
queso philadelphia queso crema 300 grs,0
1 caja desloratadina 5 mg x 30 comprimidos para alergia,4
atención médica de urgencia,4
chupete bonbon bum,0
medicamento paracetamol diclofenaco,4
reparación caldera,3
pan blanco granel envasado especial,0
ampolleta para luces del auto,5
medicamento comprimido observado,4
plan consulta y extracción muela del juico,4
palta económica,0
radiografía de mano izquierda,4
paquete de paños desechables virutes x 10 piso,3
empaquetadura y culata,5
kalium phosph dg tabletas sistema nervioso,4
licor amargo rossa,1
broca 9h520659,3
paño para limpiar house,3
fajita paquete,0
sweter marca viaressa mujer,2
durazno 1 und,0
plátano org,0
latas de cervezas 6 unidades 354 cc,1
desodorante glade lavanda,3
botellas tekila 8500 cu,1
fiambre pavo,0
consulta médico medicina general,4
bicileta aro 26,5
salchichas cerdo 20 u,0
ají verde en cape,0
recarga teléfono movistar prepago,6
máquina de coser janome,3
fisioterapia a cervical,4
arreglo falda escolar,2
atención particular pedíatra,4
pretzel choc vap,0
consulta terapia kinesiologica,4
comedor 1 mesa 8 sillas deseño a mano,3
cargador celular para auto,6
domperidora remedios,4
2 delantal de párvulo,2
pimentones fresco,0
truto corto a granel,0
pasaje en avión nacional,5
rollo alusa plástica repuesto,3
luvis solución oftálmica lagrimas artificiales,4
consulta hospital urgencia,4
cámara para aerosol,4
queso chanco laminas,0
vino tinto sta digua,1
leche blanca líquida larga vida,0
vino blanco de 750 cc,1
insecticida rai hormigas,3
pleras mujer,2
uva roja granel,0
caja clibencamida medicamento diabetes,4
chocolates prestigio de 140 grs cu,0
27 litros aprox de gasolina paa generador que proporciona luz en vs,5
regalos navidad te,0
para nieta regalo de cumpleaños,2
papas duquesas,0
operación nasal,4
tunas,0
servilletas nova clasiaca,3
cambio cremallera,5
copia de juegos llave casa,3
traslado de hospital salvador vivienda,5
detergente de ropa líquido,3
velas espiral,3
ecografia y examen de sangre,4
sangre orina,4
rep aluplast econo 3 und,3
rodilleras uso personal,4
luces de automóvil para el motor,5
cajetilla 20 und belmont,1
conta negra ojos para títere,2
set 3 piezas calcetines mujer,2
ibuprofeno 600 mg cu antiflamatorio,4
néctar andina 2 botellas de 1 litro,0
taxi santiago,5
pechuga sopraval,0
radiografía de mano brazo,4
jugo aquarius sin gas,0
jeringa chica,4
cambio empaquetaduras maleta,5
taxi transporte ñuñoacentro,5
conservador hermético lockits 12 lt,3
medicamentos metformina para la diabetes,4
smartphone huawei l8 50 minutos libres 75 mb 50 sms,6
zapatilla personal,2
broncot gts 75 mg ml tos,4
horno eléctrico marca electrón,3
colectivo casa al centro de coquimbo,5
vino 120 15 lts,1
kinesiologia sesiones,4
marvelon anticonceptivo,4
individuales mesa,3
uren para la presión,4
consulta a oculista adulto,4
bolsa sal de mar 800 grs,0
par de pantalones adolescente varón,2
crema funguicida muvicil,4
pasaje bus stgo valpo,5
fosforos largos,3
terno hombre pantalón chaqueta de vestir,2
regalo de navidad ropa mujer,2
taxi básico dom a clínica sta maría,5
medicamento clonazepan para depresión,4
zapatos y zapatillas hombre y mujer,2
biblioteca mediana,3
fuentes plasticas taper,3
dias de cama,4
bono fonasa nivel 1 orina completo,4
set antideslizante accesorio para la tina pescadito de niño,3
bencina gasolina 93,5
caja caracoqueso seco,0
bistec de vacuno fresco,0
pantalón polera de mujer,2
metro carga tarjeta bip,5
examen ecoabdominal,4
carga tarkjeta bip,5
lechuga fresca carola,0
pasaje en microbus urbano,5
colculta médico general,4
bolsa blanca 44x55,3
remedio gemiol x 20 comprimidos,4
carne tapapecho,0
caja caldo maggi de pollo,0
poleras básica mujer,2
jugo max durazno,0
quilmes botellin bebida alcohólica,1
croquetas,0
limpiador multiusos mr músculo,3
otros mantención auto,5
tours la habana taxi,5
dipirona comprimidos,4
calcetas mujer tomalal,2
echarpe pr,2
doritos bolsa,0
poleron dama de trabajo terreno,2
peajaes valpo santiago valpo,5
caja de loratadina medicamentos,4
servicio revisión técnica automóvil toyota,5
coca cola 2 und,0
calcetines peppa pig,2
gotely dúo cap 30 u,4
coca cola latas,0
bolsa servilleta,3
cambio amortiguadores mano de obra auto,5
examen cardio vascular,4
lentes de corrección médica,4
pasaje a pto varas bus,5
barra de chocolate amargo karina 100 gr,0
pasaje ida y vuelta viña stgo,5
jugos caja pequeña,0
cargadores para celulares,6
esponja multiuso para limpiar,3
bono para ginecólogo,4
carga de celular claro,6
radiografía a la rodilla,4
pack bodies,2
set bombín,5
pan de molde centeno,0
pañuelo de género para mujer,2
vino blanco uno 2 litros,1
viaje casa trabajo,5
ropa de bebe enteritos,2
componedora de hueso,4
pasajes en avión a castro,5
juego llaves allén,3
ajos frescos granel,0
2 camisas hombre3 poleras hombre,2
chicle bigtime sabor menta,0
1 holtera 1 test de esfuerzo,4
galletas de salvado 1 paquete de 3,0
pasajes bus valdivia osorno,5
frenos,5
vieaje en uber 2,5
comedor c 6 sillas,3
pantalones niña polar y tela,2
