content,polarity
me pone muy nerviosa que la gente no entienda que A VECES PUEDO BROMEAR ,N
"@Juanjok Mira q me gustaría, Juan, hablar contigo con emoticonos, pero está visto que ntros móviles no son compatibles! ",NEU
@lol_spain ¿cuándo son los próximos partidos? ¿Dónde esta el calendario? Gracias ,NONE
@Ricky_XCX @AikoLeru Gracias!! ^-^ Que pena Pero a la próxima será,N
"@jose97angel ay, ayer cuando lo publicaron y lo vi me entró un sentimiento más grande por dentro...   ",NEU
"OMG esta no he acertado, premio para Calvin que tampoco está  1 de 2 aciertos #VMAs",N
@Alex_Yazawa a mi me parece entretenida pero ojala oudiese acceder a las comunidades inglesas ,N
@ZoeStrange es que Nacho está haciendo una cadena graciosa ,P
"@MrPlayforlive Para ser un filler tiene bastante chicha... XDD, si es muy bueno entra al Olimpo con el Duel, los 2 mejores filler ",P
El principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #VMAs,NEU
"@rafaMartos_ @IsraelGV2 cari pero ha sido la parte dance, después vendrá la parte vocal ",NEU
¡Gracias a ti @cesartgil! Que tengas una buena tarde  #FelizLunes,P
"[INFO] IGOT7, no hemos comprartido nada sobre los ISAC porque no esta permitido hacerlo hasta la emisión, haced lo mismo hasta entonces ",N
"@SweetSuricata me pasaba igual xD, de todos modos el control de NiOh no me gusta nada ",N
"@dafnedelray me siento very important jeje no en verdad no, esto es una mierda ",N
"VALE YA FUNCIONA ALELUYA he tenido que cambiar el boton de la palanza derecha, por el de la izquierda q estaba roto ",P
@hyrulen @PartidoPACMA Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas ,P
"@Tu_PS4 @ComunidadFF Pues perfecto, una buena cerveza entra siempre bien ",P
@pandeliria @eltuitdrink Bien! Yo no se que tiene el mundo en contra de la tercera generación  Mi fav es la primera pero merece la pena.,P
Sólo la Karlita me entiende y me da buenos consejos ,P
Voy a dejarme crecer las cejas a tope en plan naturales porque ,NONE
y llegoo @dominguezja para ponernos a gemeliers!! besos desde Motril  @canalfiesta,NONE
"@pau__27 Pero es una alegría ver toda la gente que ha salido en defensa de los clásicos y la cultura, estoy gratamente sorprendida ",P
@Belunitaaa algúno subiria acongojado por los precipicios ,N
evan peters -casi siempre me equivoco y pongo evans peter -dejadme -es muy sdasldjalsk,N
Me  he acostumbrado tanto a ver vídeos de @WildHater  pelirojo que veo  los suyos antiguos  y es como ,NEU
@polux_prm Impresionante. Una pena que hoy no pueda hacer una foto del atardecer.. P.d Gracias guapiño ,N
@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical ,N
@Carter1628 Claro. Tengo mazo de ideas para este último cuarto de año ,NONE
@gallifantes @trinitro @esparver Ese és un fallo grave. No he podido darle un vida plena ,N
"@angstiness tienen muchos problemas de espalda, rodillas y tobillos  pero solo compiten hasta los 22 o así. Con 22 ya eres viejo.",N
@y2konya justo esta mañana no ha podido insultarlos porque estaba en comisaria AMPLIANDO LA DENUNCIA POR ACOSO ,N
la jardi y yo estamos aburridas pa cuándo vienes?  @Parsimonyan,N
"@r_falque bueno, a veces es lo único que tengo, y hay algunos que merecen la pena ",P
mi espalda esta bien chicos no os preocupeis P espero que el juicio sea lento y me libre de la carcel https://t.co/TBkC1vIvOO,P
@montse_garcia  habrá que acompañar la temporada seguramente exitosa de James con un recordatorio frecuente a tu descomunal trabajo ,P
"@LittleWhore666 casco viejo, al final de somera ",NONE
"@Currina_ pues no, algunos lunes son maravillosos...por ejemplo el de hoy! Hasta mañana! ",P
"Oie , adoro mi cuenta , llena de cosas bonitas ",P
@iriswextallen pues estarán viendo una serie diferente que tú y yo oye porque no hay absolutamente nada entre esos dos ,N
"Me encanta estar así de feliz...ojalá y esto toda la vida!!! Buenisimas noches  Gracias, te amo @juanjoatleti",P
@mariio97 2 asistencias me han faltado para el triple doble ,N
Libros que enganchan desde la primera página y hacen que el tiempo vuele....! Buenisismas noches ,P
En fin me voy a dormir dadme unas buenas noches bonitas por MD ,NEU
"@dime_quefuedeti Tod@s deberíamos llevar en nuestro día a día, está frase, ya q tod@s somos inmigrantes en algún lugar. ",NEU
@Laura_Jovi pues Floki será el siguiente  Muchas gracias por haberme ayudado ,P
@tenistachanel @100 si haase hace otro set y janowicz el over. Me voy a estar acordando del puto chino toda noche...... ,N
Decidle a los de spoti que vuelvan a poner la versión acústica de Creep  @radiohead,NONE
@aberron Al final lo acabaremos pagando los consumidores ,N
"@aladroqe Quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica, y si mucho burócrata ",N
@cafelluvia Bonito rincón  ¡Qué ganas de ver la nueva web!,P
tengo súper ganas de comerme un peaso de ciego que flipasss pero la cosa es con quién pq nadie quiere beber ,N
@KILLYTokio ¡artista! Muchas gracias por ayudarme a dejar el libro bonito ,P
@Heikki_360 Vale Lo he probado hoy y me parece muy bueno... veré tus vídeos ,P
me he tenido que poner unos calcetines porque siempre tengo los pies frios y me pone triste calcetines en verano ,N
De que color cojo las plumas de mis nuevas flechas??? ,NONE
@JaviviCGT poco pero intenso  estoy por pirarme un día a sevilla con el Mario,NEU
Buen viaje a todos los cod players que van mañana a bcn pasarlo bien y disfrutarlo que yo no puedo ,P
No puedo poner el insta histories ese raro  alguna ayuda?,N
"@CdeCiencia Bueno, el frío es lo de menos, siempre te puedes poner un buen abrigo ",P
tío pero el final es una mierda me ha dado muchísima pena de verdad pero bueno no hago spoiler pero pf ,N
Quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ,N
Sabía yo  qué triste nadie me hace caso,N
Pensaba que iba a morir en la carretera volviendo de la playa pero he vuelto a Sevilla sano y salvo  vaya tela,N
@marcasgz menos mal que no has dicho escuchal #enlacabezaNo #loSiento ,P
Se busca KAORI para el sábado del salón de MURCIA  en noviembre No quiero ir de Kousei sola   RT pls https://t.co/hd3o4xOqGH,N
@LahoraALT @asidesastre @molo_cebrian @CriadoEnterado me faltó @p8ladas y eso que estoy deseando escuchar sus viñetas musicales y lo sabe ,NEU
@GuzmanNavarro08 @SaezManu10 plan C de capullos mejor ,N
@GreenParadise_ siiiiii tío  el viernes te invito a una litro jurao,P
Estoy en una montaña rusa emocional en la que pilotan mis ovarios. De putis ,N
@__beatriizzzz fresquita... lo único malo fue que nos quitaron el banco bueno ,N
"Y en mi momento de alta autoestima/ego, les puedo asegurar que mi sonrisa se contagia  (en persona, obviamente)",P
@ReyBultos sabes que eso no es así ,N
Estoy pensanfo seriamente ir mañana a Bilbao de caza y de compras Ohhh wait pero si yo no salgo de casa,NEU
@Sandrarammos dio que dice po que me hable si yo soy un libro abierto me puede habla pa conocerme quien quiera ,NEU
Cuando le he dicho a la bollo que estoy morena se ha reído en mi cara ,N
@aquilatiki no tengo  pero en iphone esta la app tubex que te deja salirte y seguir escuchando canciones y se pasan solas,P
"@RaulMJimenez_ @EdgarCabreraG siiiii, y de nuevo estoy en lista para ir al programa. Y luego el concierto de OT ",P
"@SATU_9R @LaF1es No, pero dejarte la piel, ir 7º y descartar los puntos sí. Lee el text Carlos nos lo explicó muy clarito ",NEU
"@ReinaDeLosGatos mira el hilo, que está explicado  es el primer planeta (b) de la estrella Próxima Centaur Próxima Centauri b",NONE
"@OmegaESP estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas... ",P
"@TheLordOfKai por eso he dicho ""casi"" como método sutil de aproximación ",NEU
"Pablo continúa su hilo, imprescindible. Luego haremos crowfunding entre todos para hacerle un ""Medium""  https://t.co/pGJQvxKY6r",NONE
Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y ,N
@cangasdeonis_ @lavuelta Muchas gracias! Un placer conocer un pueblo tan precioso ,P
"severus snape -pobresito -nunca le odié, me parecía muy estricto e injusto pero sabía que algo pasaba...",N
"@lour_14 @CelopanYT Ojalá, aunque la posibilidad es tan pequeña ",NEU
@ImFebrer no me hagas daño  @xSeth_Army que cruel jajaja habría q verlo ^^,N
@nmlss777 ojalá lo hubiera podido hacer negro ,N
@seelphy Genial!! Será la última parada antes del estreno en salas ,P
ojalá justin subiendo una foto comiéndose la boca con sofía para que os den por culo a todas ,N
Tengo ganas de hacer un stream muy especial.. Un 24horas pero con un objetivo... ,P
@goetha Jajaja ahí tenemos gustos diferentes pero así tb se puede hablar de todo  #TonyYSorayaEnMalaga,P
Alba Carrillo como buena modelo haciendo gala de su profesión en la entrevista a Willy Toledo  #HableConEllas,P
quién se viene conmigo mañana a beber a embarca ?? ,NONE
"Un hastag por un buen motivo, dadle a tope venga  #demoslelavuelta",P
"@C3466003565 Cracias Cristina todo lo que me dices es una bendición tienes que ser paciente y veras como llega el milagro solo asi,ten Fe ",P
"Al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ",NEU
@Spaniart En cuando era pequeña y bailaba en mi pueblo descalza con un vestido  ¿Tu?,NONE
Creo que mi amor platónico de tw es gay y me acabo de poner tan triste ,N
@Carlotayoutube me acabo de poner mala y mañana es la quedada en Málaga  ojalá recuperarme antes de la quedada,N
"@kiwiliberal confundes conceptos, este es el nivel, medidas sociales ≠ socialismo. Buenas noches que mañana se madruga ¿o no? ",N
@SuperPaperEnder Lo habrías hecho con o sin mí ,NEU
Estoy poniendo fotos a lo loco porque no tengo las mias Pero no va tan mal... https://t.co/uk0YcK18NU,P
"@AntimadridVCF Si juegan bien, pero no saben chutar, estamos apañados.  Ninguno sabe chutar a gol en el Valencia?",N
"@PGimenezFuentes @CiudadanosCs paso, paso de tener que definir que es o no es una ostia, que por ahi te escaqueas ",N
"Os lo pido por favor en serio, es muy importante para mí https://t.co/STUwLW8brK",NEU
Mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ,N
"Y venga, cuando os veáis sin un puto duro, acordarse de mi guapis ",N
Parafraseando a Salomó Es mejor perder a tu hijo a que lo partan por la mitad ,NEU
Clásico día donostiarra para quedarse en casita con el fútbol #Donostia #Fútbol ,P
"gente d madrid fav aqi y os hablo, qiero conocer a gente nueva ",NEU
"@PaddockGPWorld @miquelliso ¡Permiso ninguno, por favor! La foto es de Miquel, y yo encantado de poder verla en mi timeline ",P
@dani_xelcox la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos ,NEU
"Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D ",N
@carlosmoreno_ch claroooo o a varios solo que ya les vale ... PSOE roto etc ,N
Como la gente siga siendo aburrida les mandaré a la puta ,N
Esta noche nuevo #Directo de #Battlefield3 en el canal. Podreis proponerme armas con las que jugar para putearme  https://t.co/tYEGhzkZy4,NONE
@bryantorresFSH @uby77 claro bryan es otra cuestión del tema ... Si abres más días alquiler más caro . ,NEU
@veronik87mlg algunos callaos pa que no nos digan reventaores la Yihad! ,NONE
Pues me han metido un buen repasito en la final de hoy del torneo de Liga Playstation jejejeje se notan las vacaciones ,N
El solo que hace Rosendo en Flojos de Pantalón es Flipante!!! ,P
"@PapelitoRojo @pedrojcases no me lo como, solo muerdo y estiro  y si llevo las cutículas bien, no lo hago, ahora están top ",NEU
"@kriisvlc @informativost5 @telecincoes Noooo estamos todos en Lucena, q miedo ya no se puede estar tampoco tranquilos en la playa  ",N
@Charmimedicen A gente tonta es dificil acostumbrarse ,N
@gemacorga podéis pasar gratis para la siguiente temporada ,P
@rafalasa @ruestern @Eleder_ Pero si los waitos ya estáis aislaos! ,NEU
¿Alguien es tan amable de ir a hacerme la compra mañana? Estoy de un bajón y de antojos que… https://t.co/Z5qC6TIOBC,N
Pues esperando al señor @DarkFabio666 para la caza de pokemon nocturna me hallo ,NONE
Yo solo quiero a alguien que odie A7x conmigo ,NEU
@CarlosSadness Faltan las canciones que cuando estás triste te hacen llorar y a la vez reír cuando estás alegre ,NEU
"Esperando la nueva temporada d #SuperShore2 ,vamos calentando motores con el estreno de #AcapulcoShore3 esta noche a las 22:30 @mtvspain ",P
"Obviamente las preguntas tienen que ir en el e-mail, no ENCIMA del vídeo ni nada parecido, sino no podré usarlo ",N
@hackandbeers Muy buenas amigos!  Como podemos contactar con ustedes?,NONE
"Esperemos que todo empiece a tirar para arriba porque se necesita mucho para despegar un proyecto asi, y es el unico miedo que tengo ",N
"Me está molando bastante el rollo este del knifing, encima los tricks con balístico no se me dan nada mal ",P
Hace tres días que entre a @HawklineClan y hoy me he pegado el segundo clip 1080 desde lo alto del ala del caza https://t.co/8x4DVAFGSp,P
@EvaGelCot DONDE LO VES!!? Es mi programa favorito y sólo encuentro hasta temporada 5-6 y esos ya los tengo vistos ,P
"@Formalito_soy @JaniJoplin Se nos pone sentimental  Pañuelos, por favor!",N
"El próximo vídeo es simplemente explicando cómo participar para salir en ""Respondiendo en Verso"" especial 500.000 ",NONE
"@Juliaa_Coutoo muchas gracias niñuca, tú tienes una gran sensibilidad por eso valoro mucho tu opinión. Feliz noche ",P
@SumiEsB Yo también vi la peli y lloré lo que no está escrito  Ahora estoy leyendo el libro y me estoy echando unas risas impresionantes!,NEU
He probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. ,N
@kindermeli tengo que estudiar así que la semana que viene a lo mejor ,NONE
"@ClaudiaPiqueras hoy te he visto (y tu a mi) y no me has saludado, mala gente  (no te dije nada porque ibas acompañada)",N
"@lekilig estaba en momento ""odio eterno"" necesitaba compartirlo  además yo hace poco que tengo canal y no me siento NADA identificada ",N
@lekilig un hilo fabuloso  comparto todo lo que dices ^^,P
@NiievesGiil si hubiese una opción de ''kill'' seguro que era la más votada ,NEU
"Al final el vídeo lo subo mañana, que acabo de llegar a casa. ",NONE
"@ivancastello Toca un tema maravilloso, porque sin dejar de ser ficción es algo que podría darse. Un Gran Hermano vol.02 ",P
@ignatiareilly una oleada de cosas homófobas días anteriores ,N
@Zexioning Al revés  Si quiero hacer cosas me quedo en cada a ver la peli ejem.,NONE
"@plsnomoredrama @Joseemiii @IsaMeseguerMtz @svvvdbxxy normal, con esa cara que tienes Alexia ",NEU
"Chatel con mis primos le hicimos un funeral a una lora de la casa de mis abuelos, cantando una adaptación de ""Querida"". DEP Juanga ",N
Tengo dos orzuelos enquistados en el ojo izquierdo y me hacen la cara muy asimétrica. Me veo raro ,N
No me llamo Laura pero te casarias conmigo?  #ElRaboDe8cho @8choOficial,NONE
Vamos a enfrentarnos un poquito a fotos viejas ) apuf ,N
No hay nada como ver la semifinal masculina de La Nucía Open de Pádel mientras hago 30 min de bici estática a tope ,P
@soryrahe_ @Tengo_Mas_Razon Por favor xikos eso lo hablais en privado vale? ,NONE
"Somos los españoles cómplices de que gobierne el PP NO. Son sus cerca de 8 millones de votantes, de los más de 34 millones censados ",N
"@Maryansoy para el frio la solucion es hacer lo que dice esta frase ""sabado sabadete camisa nueva y ...."" ",P
@carlosmchef3 felicidades pareja!!! Peazo abuelo va a tener tu hijo....estará pletorico ,P
@keirzar yo lo tengo facil  mi unicovy verdadero amor es pokemon ,P
